,id,srm,hex
1216,qA0zr1,14.0,C35900
1217,TrZVJC,,
1218,XTpyXO,,
1219,i8oPY3,,
1220,qKRIcL,,
1221,diXMeD,,
1222,cps2E4,,
1223,fYl8kM,,
1224,RDDRPj,,
1225,YKXaZT,5.0,FBB123
1226,elbi94,,
1227,yOFmXI,,
1228,dvrfcP,,
1229,Nzo9El,,
1230,qFDVON,,
1231,N5TD1R,,
1232,jlJEfk,,
1233,X7QIcw,,
1234,9YyncK,,
1235,j6THf7,,
1236,eqbFpz,,
1237,X4kXx7,,
1238,afcEIP,,
1239,NplCn5,,
1240,VjnZAd,,
1241,qaD6jJ,,
1242,m7HaqG,,
1243,sjJezj,,
1244,BZV3No,,
1245,4jo0I2,,
1246,Gn1xK0,,
1247,FOQMff,7.0,F39C00
1248,oEUHmS,,
1249,HAcAaJ,,
1250,NwQMHB,,
1251,xwYSL2,,
1252,zbqrEX,,
1253,wevPSI,,
1254,SC48ZG,,
1255,ThXqY8,,
1256,9f8sf6,,
1257,mYfWl1,,
1258,wO9SSg,,
1259,CMByv0,,
1260,6KeVJA,,
1261,fa0oqf,,
1262,j2RJTc,,
1263,Rkb3u3,,
1264,HZuZ11,,
1265,iZqGpm,,
1266,9J01ev,,
1267,zO43CF,,
1268,f85F7M,,
1269,eoDbl3,,
1270,bxuk5g,,
1271,oW9xDe,,
1272,RVcQpI,,
1273,QYENcV,,
1274,oh42jg,,
1275,tVVW5b,12.0,CF6900
1276,DHwzhq,9.0,E58500
1277,kgZB1G,10.0,DE7C00
1278,bFsZIz,,
1279,rNJxxN,,
1280,C4XbAQ,,
1281,kfaJpE,,
1282,igzD4a,,
1283,1ax2QV,,
1284,eadlZC,,
1285,PjKCTa,,
1286,qPlWHN,,
1287,KltmcT,,
1288,nS1bmJ,,
1289,RMUUVo,,
1290,glOdwB,,
1291,UYn6Ol,,
1292,Xu0nj4,,
1293,HAMdMe,,
1294,Y9Mg9A,,
1295,uhkNHA,,
1296,bfp8xc,,
1297,QjPI2o,,
1298,0NNFPs,,
1299,2Joxcd,,
1300,YPzdKU,,
1301,DxCsPL,,
1302,pbQGdc,,
1303,NLk5Zj,,
1304,PmBdJE,,
1305,gLBFNH,,
1306,TVpIJH,12.0,CF6900
1307,1EXMW3,,
1308,SiVTEm,11.0,D77200
1309,rEkx93,,
1310,g1tpCk,,
1311,B5v9Xw,,
1312,vmVcFo,,
1313,Cj2sCw,,
1314,CLQ5ZP,,
1315,nEPCDE,,
1316,GMTsmz,15.0,BB5100
1317,FL3rOh,,
1318,hq23oq,,
1319,GLV1ax,,
1320,rdmWfU,,
1321,CYqoyf,,
1322,WhtefB,11.0,D77200
1323,dpOCI8,,
1324,oY2WrG,,
1325,gO5Fa9,,
1326,0s3pXl,,
1327,fSmjrP,,
1328,Q9bS6K,,
1329,GUM90A,,
1330,d2nhC0,,
1331,txwAGE,,
1332,asSkVt,,
1333,w6ltcN,,
1334,YBj2XU,,
1335,VSbgU9,,
1336,J8XoQQ,,
1337,pF0ajA,,
1338,TKRQ2X,7.0,F39C00
1339,TqQFdx,,
1340,NCrgTu,,
1341,HrKhEY,,
1342,bPdP9m,,
1343,W0t1Q3,,
1344,adEaDT,,
1345,ntQpNg,,
1346,QTQW5P,,
1347,oTIWO0,,
1348,sDM74v,,
1349,vHG6cl,,
1350,sFmKX5,,
1351,NcdrfK,10.0,DE7C00
1352,Qa6xG7,,
1353,9exCVH,,
1354,Won3gK,16.0,B54C00
1355,j6GJog,12.0,CF6900
1356,8PulXu,,
1357,99gPBc,,
1358,D85jPz,,
1359,1n85jS,,
1360,HR0sEa,11.0,D77200
1361,aK6GpX,,
1362,1io0x4,9.0,E58500
1363,nGMubI,,
1364,S1oEH9,,
1365,q27RxE,,
1366,1s8v6z,,
1367,GVaXPr,,
1368,CJllSq,,
1369,u5aAwM,,
1370,0s8yID,7.0,F39C00
1371,relNrW,,
1372,l2kbOf,,
1373,wyFP03,,
1374,e6OOon,,
1375,Ibpeqd,,
1376,n4BrIL,,
1377,lB5Mfw,,
1378,v46C7m,,
1379,EiCuSk,,
1380,0DlWLg,,
1381,pinSPT,,
1382,U5BusH,,
1383,Nt8zkf,,
1384,GaceU0,,
1385,CzY0IH,,
1386,nrqMKx,,
1387,1DYVK1,,
1388,4hFxjt,,
1389,2rf5B3,,
1390,LHAZw8,,
1391,4cySKj,,
1392,nN245O,,
1393,oL9RGY,,
1394,AC98pm,,
1395,sBxKC1,,
1396,haUVEv,,
1397,Ftsq99,,
1398,X8MaRk,,
1399,xRo19J,,
1400,qpFaru,12.0,CF6900
1401,ZPZeSO,11.0,D77200
1402,pKv8YH,,
1403,1lCwic,,
1404,yzsL3Y,,
1405,5201rA,,
1406,qPQqJG,,
1407,Ev28zc,,
1408,CRfJMd,,
1409,m7k5uM,,
1410,LUXSHY,,
1411,ENu3ix,,
1412,3Dt4vg,,
1413,68FCTA,,
1414,epUZXy,,
1415,CWB4Iq,,
1416,eKBCr5,8.0,EA8F00
1417,fw8OAE,17.0,B04500
1418,St2CRA,,
1419,Op5ghK,,
1420,m0YaIK,,
1421,Jgekt7,,
1422,d4dhSO,,
1423,AhaKce,,
1424,zYVdeB,,
1425,RkPNkE,,
1426,pSJc0k,,
1427,Yz6ifp,,
1428,ztnLa0,,
1429,hnbqMg,,
1430,Om00Kd,,
1431,JqN1Mg,,
1432,354Wth,,
1433,HPQPBr,,
1434,nXKXkj,,
1435,n7IpLe,,
1436,nyUE8R,13.0,CB6200
1437,lx1gY9,,
1438,GrTrCN,,
1439,OXEL6J,,
1440,wnVhxE,,
1441,oIjDoO,,
1442,TrNp9N,,
1443,WGEtq9,13.0,CB6200
1444,pXJ9hf,,
1445,kzZmHW,,
1446,Co4zH5,,
1447,MBecw3,,
1448,XCCsTQ,,
1449,dNWTcf,,
1450,CQCfPt,10.0,DE7C00
1451,R5mOa2,,
1452,SbqJkg,8.0,EA8F00
1453,c8z76c,,
1454,zwAzew,,
1455,DK2XBt,,
1456,MtJRP6,,
1457,UKD7KG,,
1458,Q7Do1O,,
1459,Abae35,,
1460,icQsl9,,
1461,KrtTC2,,
1462,9zDTrq,,
1463,JqCctT,,
1464,VOX8vQ,,
1465,WFy4vs,,
1466,IURBOA,,
1467,WJn5Gw,,
1468,mKQDed,,
1469,WaSbpU,,
1470,NrxAiC,,
1471,CCr4l5,,
1472,C0G5lG,,
1473,k39Ia9,,
1474,xmouAr,,
1475,y21mmf,21.0,952D00
1476,eKS1lM,,
1477,cCGTd8,14.0,C35900
1478,H20aOl,,
1479,jodAZU,,
1480,rdNsfE,,
1481,ORUBkP,11.0,D77200
1482,mvr614,,
1483,kw1aqj,,
1484,aUaQeh,,
1485,5x1ifd,,
1486,sLyyx5,,
1487,vZMzRR,,
1488,lPPoWm,,
1489,iTdcPm,,
1490,kEB6Dr,,
1491,vfrkSK,,
1492,DGDWqp,,
1493,ZTcuKV,,
1494,q6OxMO,,
1495,YploVu,,
1496,nvOXlk,,
1497,JCmkSM,,
1498,m7RzJT,,
1499,jzb79M,,
1500,HvrjrN,,
1501,i4p0jm,,
1502,FudRo8,,
1503,nPgX4b,,
1504,WBCmm0,,
1505,0nbvfO,,
1506,Z8QL98,,
1507,z1scoq,,
1508,tmDc1N,,
1509,tLV919,,
1510,hjpPOq,,
1511,GW1knL,,
1512,GCUnP9,,
1513,OGhvKM,,
1514,3HBj8o,18.0,A63E00
1515,w0boZb,,
1516,NIMIc9,,
1517,bG6oq2,,
1518,M2MI9M,,
1519,PvVFmX,,
1520,UuizYV,,
1521,uRQvLe,,
1522,cdDCAP,,
1523,hlCub8,,
1524,sGUMoq,,
1525,NHSaAZ,,
1526,5W508M,,
1527,vodj75,,
1528,X6Sj7W,,
1529,X3pXov,18.0,A63E00
1530,xTxPhC,,
1531,mJD6vY,,
1532,zVtk2C,,
1533,MBSwmE,,
1534,cyE5Bx,,
1535,qwbUx9,,
1536,Opal8e,,
1537,rbgzBR,12.0,CF6900
1538,9Pj2Cr,6.0,F8A600
1539,fphUDB,,
1540,5XyrSa,,
1541,Dhw8jh,,
1542,UTmH1E,,
1543,8qu3SP,,
1544,hjJ3Gu,,
1545,8kveZS,,
1546,3LGGhX,,
1547,W6tzgE,,
1548,Wu28au,,
1549,PJZIym,,
1550,TEG3J9,,
1551,PHfReY,,
1552,ODt3rw,,
1553,2x8Pcg,,
1554,hMgPW1,,
1555,hId9du,13.0,CB6200
1556,eZVnaZ,,
1557,WgsE5v,26.0,771900
1558,r7LBzy,,
1559,4e58ck,,
1560,1gwj04,,
1561,0quZsW,,
1562,wgHcxy,,
1563,8FB4V5,,
1564,KpuT7M,,
1565,HL8tmh,,
1566,POOSCU,,
1567,ec7hCY,,
1568,WBSJzf,,
1569,Cky1Dm,,
1570,ZIuUyI,,
1571,XCe5qu,,
1572,d3vfAd,,
1573,74BtPp,,
1574,UOIwZb,,
1575,v2uN5J,,
1576,tnBBWn,,
1577,JW4Act,,
1578,Gdh3A5,,
1579,wtC0FI,,
1580,d9C1lp,,
1581,ltqrR0,,
1582,aA5tl5,,
1583,dcoUyv,,
1584,f7qzaJ,,
1585,SABYve,,
1586,unB8LZ,12.0,CF6900
1587,bCTUen,,
1588,0FtdCx,,
1589,MUHrsf,,
1590,TWMw7p,,
1591,CViZEk,,
1592,v0MKXA,,
1593,bcIFDR,,
1594,6jt2g2,,
1595,Sm6E2n,,
1596,DmerWL,,
1597,ZCfHB4,,
1598,E3BHII,,
1599,ZLEHzO,,
1600,vMIDgu,,
1601,F3OBxV,,
1602,7XJIBb,,
1603,IECsD6,,
1604,rkHHgN,,
1605,1mv7t1,11.0,D77200
1606,Y8P6dk,9.0,E58500
1607,Ism0JS,,
1608,LxcHg6,,
1609,MEmsfy,,
1610,Rr5ouw,,
1611,gr8nI5,,
1612,MweezS,,
1613,3TMmRl,,
1614,9WryRf,,
1615,FVoq88,,
1616,DfKF7i,,
1617,QsS5bq,,
1618,ox1X0T,,
1619,yxGRRZ,,
1620,tKa8sx,,
1621,VhoZ5x,,
1622,Fa2UTS,,
1623,NYabnD,,
1624,xzED0r,20.0,9B3200
1625,Gs1V0v,,
1626,FnuRGC,,
1627,plcJrt,,
1628,Et6zym,,
1629,mhnT4V,,
1630,mGJ6ig,,
1631,OBjfK3,,
1632,t2B9TO,,
1633,RvM2dU,,
1634,YO9d46,,
1635,Uz0Uxf,,
1636,9Ug0WY,,
1637,ZdfqmB,,
1638,RhJhNX,,
1639,a7VHpi,,
1640,awJ2XZ,6.0,F8A600
1641,0RQVHz,,
1642,Vg8xIm,10.0,DE7C00
1643,daOHWl,,
1644,JKf0fX,,
1645,QC2xF6,,
1646,OVHuOr,,
1647,TPukUA,,
1648,6Mza0s,,
1649,iPJXdO,,
1650,a1UJZX,,
1651,gRPBTt,18.0,A63E00
1652,T9Qu5R,12.0,CF6900
1653,OlFOfe,,
1654,KlOiB9,,
1655,b56Isw,,
1656,GBKG3I,,
1657,o26Gd4,25.0,7B1A00
1658,EHhPIx,,
1659,R7yMV9,,
1660,Hpucf2,,
1661,G2wvOn,11.0,D77200
1662,srU1nn,,
1663,dl9GGC,,
1664,qzEgFk,,
1665,mlqiwc,,
1666,GYCR1q,,
1667,AeVvwZ,,
1668,deskmM,9.0,E58500
1669,lHFRii,,
1670,qTJhiA,,
1671,48dwps,,
1672,SiIVOL,,
1673,Woa5pt,11.0,D77200
1674,MspeeO,,
1675,wm5dNi,,
1676,rtns07,,
1677,AekBTc,,
1678,RKqAPF,,
1679,0o4QjU,,
1680,sjnRkR,,
1681,C4Ysr2,,
1682,voQlGe,,
1683,mdBHhE,13.0,CB6200
1684,WgdyYs,,
1685,RSfrFC,,
1686,drNCMo,10.0,DE7C00
1687,58Dxxm,,
1688,AffBbo,,
1689,YIQlOo,,
1690,71HtCx,,
1691,KKgFAv,,
1692,lM0jsa,,
1693,JWsdLi,16.0,B54C00
1694,5WWDVq,16.0,B54C00
1695,2rgMrf,,
1696,Xvznnk,,
1697,7J081N,,
1698,jqlHQl,,
1699,WnZwxF,,
1700,9BoW2t,14.0,C35900
1701,GuAtYo,12.0,CF6900
1702,7HyhS7,,
1703,Z5I5PD,,
1704,qKTrzZ,,
1705,4rVs20,17.0,B04500
1706,uAKBPc,,
1707,Ely3jy,,
1708,U5vEqe,,
1709,TkPHNm,,
1710,o3yqGg,,
1711,HKs4sQ,,
1712,ACZ4We,,
1713,FeqM0Y,7.0,F39C00
1714,Uwcqsj,,
1715,YWB03s,,
1716,e3IiS6,,
1717,7Qcr0t,,
1718,5DDVeh,8.0,EA8F00
1719,JW9JNL,,
1720,h5UWpX,,
1721,42eGGJ,,
1722,6TEno6,,
1723,c67gGy,,
1724,RuR2VI,,
1725,Is3y1h,,
1726,vwxChk,,
1727,ZytheA,,
1728,LUE403,12.0,CF6900
1729,oxMCya,,
1730,mwKslm,,
1731,mrp7pZ,,
1732,bUfWDv,,
1733,Onbl3y,,
1734,kwDH0Y,,
1735,3koCLu,,
1736,KejYh3,,
1737,72I25b,13.0,CB6200
1738,LZGB4C,,
1739,G6FZbv,,
1740,E1VfV7,,
1741,I48e4o,10.0,DE7C00
1742,5u595X,,
1743,mU9loo,14.0,C35900
1744,lisur8,,
1745,oEjp07,,
1746,so8oDR,,
1747,N0TfKW,14.0,C35900
1748,ulZNcE,,
1749,1X9Jm3,,
1750,qkG3Az,,
1751,EN9S3y,,
1752,GS2Lz4,,
1753,rvW3AW,,
1754,P6TFXd,10.0,DE7C00
1755,d0bjGt,,
1756,ubV9Tw,,
1757,JQ8L7A,8.0,EA8F00
1758,RGLh9e,,
1759,SKd9Na,,
1760,ZOstrF,,
1761,MmsXS3,,
1762,bsFjUE,,
1763,wq8tFp,,
1764,T5QDaY,,
1765,glSV01,,
1766,zoEsNv,,
1767,Lu46FJ,,
1768,2pK0TL,,
1769,Jqqo7O,12.0,CF6900
1770,SvKhle,,
1771,F3uY5R,,
1772,10uwwy,9.0,E58500
1773,FCxLeT,,
1774,tPmeQJ,,
1775,4FHodM,,
1776,yQ8MAu,,
1777,uTctGl,,
1778,VuHizn,,
1779,nRkms2,,
1780,0OXmlj,,
1781,HrysST,,
1782,Z47Y3M,,
1783,0NbUwv,,
1784,LPU3Wn,,
1785,PhhA3d,11.0,D77200
1786,Hkbggc,,
1787,fA0O8C,,
1788,pSogS4,,
1789,Jh8Xdp,,
1790,JJHVTF,,
1791,9w95Bl,,
1792,5P7k3N,,
1793,ecNEQD,,
1794,Nx8OYw,,
1795,laJu2o,,
1796,dcKiED,,
1797,mBpv9h,,
1798,nAbTYm,,
1799,BiXqwq,6.0,F8A600
1800,LQsqPh,4.0,FFBF42
1801,jrS21u,,
1802,zqs3gW,,
1803,knBl88,,
1804,cJRzFA,7.0,F39C00
1805,T9A5BA,,
1806,Wmqcys,,
1807,MCqRyW,,
1808,BfyWi5,,
1809,mfOXIx,,
1810,BPF95h,,
1811,eBrjGQ,,
1812,UGdeCr,,
1813,ecJNMN,,
1814,5VLg9z,,
1815,PBjc8p,,
1816,I1IUvm,,
1817,ZtP5Vv,3.0,FFCA5A
1818,zBLM4k,,
1819,QzO40D,,
1820,VolpAw,,
1821,PxP76l,,
1822,2gxxVS,,
1823,4aVfVL,4.0,FFBF42
1824,mLLDmp,5.0,FBB123
1825,lVXKCK,9.0,E58500
1826,RwFl54,,
1827,E39zbg,,
1828,TODr0N,,
1829,2MPZY0,,
1830,UdIrKy,2.0,FFD878
1831,lBkpaT,,
1832,ftGxKa,,
1833,FQlRNN,,
1834,D1hOqA,,
1835,LzkOXN,,
1836,rTJeWw,,
1837,Q9sH0b,,
1838,8K82om,,
1839,aQ3O1s,,
1840,vJPVAe,,
1841,ElWqMU,,
1842,jxuDfZ,,
1843,3kYf8F,,
1844,aIx1AI,,
1845,M6qlOx,,
1846,ua3nDo,,
1847,kUb5Yk,,
1848,ZwUlsc,,
1849,P0Uqeg,,
1850,1FR4xd,,
1851,fAP28S,,
1852,dG9Hqo,,
1853,k6TETt,,
1854,7tDtej,4.0,FFBF42
1855,08JTaf,,
1856,2vRW8t,,
1857,vng9bf,,
1858,aurgHR,,
1859,4jb2Rb,,
1860,9C7uKO,3.0,FFCA5A
1861,WdqOn4,,
1862,X5WRIi,,
1863,2vz9xR,,
1864,Y9avgD,,
1865,65nhKO,,
1866,8G4mwf,,
1867,itNEDy,,
1868,BXLepv,,
1869,fuFoWc,9.0,E58500
1870,hQC1Za,,
1871,NXAXDh,5.0,FBB123
1872,PVZxoW,,
1873,O6F3Bo,,
1874,a5Yr8G,,
1875,YBFFmm,,
1876,030XcF,,
1877,7AcnMs,,
1878,NvVM8z,,
1879,PDNwFO,5.0,FBB123
1880,2toTiw,,
1881,8vtb9K,,
1882,nAfKcc,,
1883,UbrV4q,,
1884,r3n0ZB,,
1885,kHEDDK,,
1886,OvJcnw,,
1887,ZGzLxS,,
1888,zoIjRl,,
1889,vs0EO3,,
1890,Mccd9w,,
1891,8FCMBh,,
1892,hs8szV,,
1893,T3gkjX,17.0,B04500
1894,mMzXtO,,
1895,h0td8s,,
1896,ODQYnq,,
1897,jU8dfs,,
1898,ukq3dr,,
1899,Q2Cydr,,
1900,Qnv2z1,,
1901,N7BOBq,,
1902,7nI490,,
1903,ToV6d7,,
1904,gp0gQo,,
1905,mftbkH,,
1906,DwBRq5,,
1907,yEjCDY,,
1908,dr6NSX,,
1909,oOUequ,,
1910,KKF1nR,,
1911,FSsGY2,,
1912,ms0nzO,,
1913,36TJmb,,
1914,OaK1T0,,
1915,WPDqLL,,
1916,mkqa3y,,
1917,M1v4ls,,
1918,tsDIaw,,
1919,EICTkH,,
1920,gMPdmy,,
1921,2tnC2K,,
1922,CaIBEn,,
1923,ph98Iu,,
1924,n3V6hC,,
1925,feU0Pe,41.0,000000
1926,ID3cXr,,
1927,O6UaPT,,
1928,Rv94n3,,
1929,WQDzDz,,
1930,OcS8KH,22.0,8E2900
1931,OWECDf,,
1932,cX377d,,
1933,ytz4v3,,
1934,uf5uHx,,
1935,n8F7AS,,
1936,GKpYgQ,,
1937,00wHoo,,
1938,8b6xep,,
1939,lCRaBc,,
1940,f2napY,,
1941,wjSS57,,
1942,pJlst2,,
1943,hI6nVy,12.0,CF6900
1944,Nk3coP,,
1945,0spitM,,
1946,hx78zo,,
1947,Pu92Gr,,
1948,QJfgEc,,
1949,uFaY0o,,
1950,r875LZ,,
1951,K6OMhJ,,
1952,imxbxX,,
1953,omZwYX,11.0,D77200
1954,K7aBjm,,
1955,grQtsy,,
1956,ZHvdmG,,
1957,nc4YDz,,
1958,c1IX3G,,
1959,Jq7U91,,
1960,uT96W3,,
1961,mL8FwO,,
1962,dFeDPU,,
1963,Vb87vF,,
1964,6JrKGx,,
1965,mUeqG8,,
1966,186SZ0,,
1967,S9BQ30,,
1968,EJ4uVF,,
1969,bsH1Aq,,
1970,Mdcm2a,,
1971,GlZJNG,,
1972,LbgOWM,,
1973,iS77PC,,
1974,ALtygZ,,
1975,dxmodF,,
1976,JpTIv6,,
1977,c1VUth,,
1978,0UUty4,26.0,771900
1979,deOy1e,,
1980,KhmfgW,,
1981,wBk9cg,,
1982,mVo5vN,,
1983,FyPsly,,
1984,6wXsjh,,
1985,GwmnAn,,
1986,nqdFbs,,
1987,CoWCeZ,,
1988,GaLpZj,,
1989,vMScA7,,
1990,dc2bdK,,
1991,YlzNY4,,
1992,B8HVwG,,
1993,NQ2sfV,,
1994,rLttNr,21.0,952D00
1995,g1NT4o,,
1996,p7p578,,
1997,Sg5Fmc,,
1998,mfoSzp,,
1999,sWEtFC,,
2000,cvdTGa,,
2001,eaCYBi,41.0,000000
2002,MYJq4A,,
2003,xDumfx,,
2004,YkY1Hw,,
2005,kg1XCi,,
2006,rn7QpP,,
2007,l7x6w1,26.0,771900
2008,vwYYhU,,
2009,zbbK0s,,
2010,FzJbDY,,
2011,edGwrn,,
2012,7XTgeo,,
2013,C6wWvy,,
2014,fmOq03,,
2015,Ft8EUA,,
2016,siNNAv,,
2017,vsxntT,,
2018,3ELZzm,,
2019,mBIHL9,,
2020,HzsQMG,,
2021,V0O09x,,
2022,mrZabu,,
2023,RYtnLo,,
2024,URZ1PV,,
2025,24nlAe,,
2026,Uh6ZzQ,,
2027,kxy1YB,,
2028,Z0UDs7,,
2029,3YOtVu,,
2030,jo6oRY,,
2031,2LQiLy,,
2032,rlUOPS,,
2033,UMalPC,,
2034,gz13VG,,
2035,Ypa8M5,,
2036,LypOPB,,
2037,vC2JOn,,
2038,4oq7MB,24.0,821E00
2039,cHJsNt,,
2040,n59Qnl,,
2041,oABUgg,,
2042,wSGZOd,,
2043,JNZ0sP,,
2044,HiunCp,,
2045,HSUnrw,,
2046,W3WCie,,
2047,PrDkNN,23.0,882300
2048,ND5w0x,,
2049,KmbouE,,
2050,13ahcn,,
2051,nQ6SlT,,
2052,e0cxmH,,
2053,PhwhHI,,
2054,JA8HT9,,
2055,qHo7Jk,,
2056,EuqSpn,,
2057,tX8YVY,,
2058,du9US0,,
2059,aljjxx,,
2060,sw14Qc,,
2061,Gaqu13,41.0,000000
2062,ImmJjt,,
2063,6a5dS1,,
2064,B1O6v7,,
2065,3wRbqJ,,
2066,yUhyAx,,
2067,0TzpWk,,
2068,6wWb35,,
2069,EAYT49,,
2070,KTHpMT,,
2071,2xPEWx,,
2072,NWv002,,
2073,N69xca,17.0,B04500
2074,1o5fEs,,
2075,7KAfNE,,
2076,kaWv4T,,
2077,JN3wR5,,
2078,LvEdbA,,
2079,oOvsEO,,
2080,GtP0DD,,
2081,au8MJ4,,
2082,mn2Xz5,,
2083,XwSIrq,,
2084,bd0HVC,,
2085,yN5FBR,,
2086,gp3Fo2,,
2087,LsaAbx,,
2088,PDrj06,21.0,952D00
2089,E031YN,,
2090,UqRU9L,,
2091,csjT3i,,
2092,xAdQ9R,,
2093,pjEfmx,,
2094,AhOeSp,,
2095,CkUET4,,
2096,wE95OE,,
2097,zHopP1,,
2098,Hblqy1,,
2099,UtHdIN,,
2100,yDhleI,,
2101,gvwepB,,
2102,E2CQ6G,,
2103,8Yi1tH,,
2104,AEWmui,,
2105,JEw90F,,
2106,1wqMD1,,
2107,rr87KI,,
2108,n9fBjy,,
2109,lQM6La,26.0,771900
2110,1plH23,,
2111,saEI3T,,
2112,HhFBPe,,
2113,OEqdNM,36.0,440607
2114,Ca1MKW,,
2115,D7rTsw,,
2116,elRJfr,,
2117,eJGCit,,
2118,j1FUR9,,
2119,kPr55U,,
2120,g4hOyY,,
2121,dI1rUQ,,
2122,2HBmK2,,
2123,OMx97a,41.0,000000
2124,Eicq9c,,
2125,OtcjK9,,
2126,Fu9f3Q,,
2127,WPXEcq,36.0,440607
2128,Te0wnx,,
2129,8t2AJg,,
2130,52xbMa,,
2131,rGB1iZ,,
2132,C9nxlc,,
2133,JiYcDL,,
2134,8EuFao,17.0,B04500
2135,2XOnoU,,
2136,E1jv2A,,
2137,sTrFAG,,
2138,tvF7tn,,
2139,TMMZ3N,,
2140,5xjkxO,,
2141,6CDJap,,
2142,xwKCnz,,
2143,9gfNfg,,
2144,XbsdDm,,
2145,er7bxv,,
2146,y8WXnY,,
2147,JlbjCo,,
2148,lDQRNe,,
2149,pQgZan,,
2150,NAIMF9,21.0,952D00
2151,BGPJN6,,
2152,hkj7qQ,,
2153,xYEv6M,,
2154,0NKg2e,,
2155,K7n9aD,,
2156,0fFshV,,
2157,PdduBW,,
2158,0rN4wc,21.0,952D00
2159,9Kd44s,,
2160,CEnVSX,,
2161,C4xWrI,,
2162,Kdyx24,,
2163,DA3Ro3,,
2164,DvFA1H,,
2165,Uh7rg2,24.0,821E00
2166,GFXuOc,,
2167,lRVM0p,,
2168,upN6Gg,,
2169,5ErplG,,
2170,LsbSIZ,,
2171,rmCQhD,,
2172,EdC55D,,
2173,HS2Inq,,
2174,bbWLrq,,
2175,wQIr0Z,,
2176,CoHx7W,,
2177,hJoygN,,
2178,sLScp9,,
2179,9qQDWT,,
2180,bkNTH3,33.0,520907
2181,E4bLro,,
2182,ol7Ibn,,
2183,YAziZ7,,
2184,G2hOB8,,
2185,0mOowJ,,
2186,vvYPoq,16.0,B54C00
2187,Dz81QB,30.0,600903
2188,G4tM6F,,
2189,UqNd5V,,
2190,fIzKdO,,
2191,Y5WO7U,,
2192,NqGHEP,,
2193,AWBAfI,18.0,A63E00
2194,pDjcwF,,
2195,BbDEYD,,
2196,Vd3Gw5,,
2197,HYk1fA,,
2198,YYOFfb,,
2199,nqsmpX,,
2200,g1d0IT,,
2201,y5PZkF,,
2202,krVpuW,,
2203,3kyap7,,
2204,ri9Ap6,15.0,BB5100
2205,NBEe3x,,
2206,AAxJnJ,,
2207,MGuzXF,,
2208,7tf72D,,
2209,PSefv2,,
2210,Ir7gCt,,
2211,YEMDq5,,
2212,G4KQb5,,
2213,svvvgA,,
2214,pI2Q21,,
2215,HpOGX6,,
2216,qGereV,,
2217,jOLuwk,,
2218,B2OFnl,,
2219,IKgLXN,12.0,CF6900
2220,OK4QbK,,
2221,vdu24G,,
2222,YAKFea,,
2223,UnXTwT,25.0,7B1A00
2224,6rX3MA,,
2225,62TlQe,,
2226,QzesuU,,
2227,XgDzgm,,
2228,i9ywtu,,
2229,1cfDau,,
2230,vJtHvM,,
2231,UtlQ35,,
2232,QTuIq7,,
2233,d1kyw8,,
2234,HlrMmv,,
2235,i5wyiP,,
2236,PeaC0K,,
2237,r9GL0o,,
2238,eZ0j9F,,
2239,0Y35Or,12.0,CF6900
2240,D3s54f,,
2241,leAC4U,,
2242,GsjXIg,,
2243,7ve76t,16.0,B54C00
2244,rcu5uW,,
2245,J2jo0g,,
2246,859Pk1,20.0,9B3200
2247,wEgjCm,,
2248,EHCKrd,,
2249,odze3b,,
2250,KZvh9x,,
2251,jzMrcJ,,
2252,WqRNmt,,
2253,1UxLqw,,
2254,yI4Pnu,,
2255,jaIiie,,
2256,HX4Prz,,
2257,a5KbbD,15.0,BB5100
2258,VDksVN,,
2259,a47Us8,,
2260,jTMkKH,,
2261,ZHuM5e,,
2262,YO5m0G,,
2263,MaDhOO,,
2264,W9Ubbb,,
2265,UXoFCj,,
2266,wNvCvd,15.0,BB5100
2267,JB9i2P,,
2268,UMIeoJ,,
2269,3u5FRz,,
2270,fpuS3c,,
2271,VR6TAB,,
2272,YMd83W,,
2273,XynNZY,,
2274,NwsrLH,,
2275,04iime,,
2276,4g2r0o,,
2277,WaBmvD,14.0,C35900
2278,xKbDqf,,
2279,Hzti2s,,
2280,bMV9Pr,,
2281,0Bc7nn,,
2282,zhYRDD,,
2283,TuSDpS,,
2284,FH0bWa,,
2285,sWQZP1,,
2286,umQWga,,
2287,tpXXv7,,
2288,0HNYqJ,,
2289,UfCifC,,
2290,sIMwSS,,
2291,uNdChC,,
2292,4YeNYL,,
2293,UbL8wu,,
2294,L0EETJ,,
2295,rulRVX,4.0,FFBF42
2296,XV0VtF,,
2297,qIHu4S,,
2298,Apv5tv,6.0,F8A600
2299,JcoSrR,,
2300,lXRBWY,,
2301,xDkOCk,,
2302,tlWrQE,,
2303,j6RzyV,,
2304,8LrVfn,,
2305,T8GMja,,
2306,bJgHxR,,
2307,VOUZYC,,
2308,Tx5P83,,
2309,PT9kMM,,
2310,ua6Mb2,,
2311,KInfXJ,,
2312,HSyace,,
2313,oywg1J,,
2314,PFKMwq,,
2315,JpuWIa,,
2316,jDt2oC,,
2317,sgj34M,,
2318,PVj4b7,,
2319,APGTxX,,
2320,4AKqJf,15.0,BB5100
2321,px5Kt5,,
2322,0onkhr,,
2323,iLHZRt,,
2324,mUuNTn,,
2325,9rLDef,,
2326,y8IIGV,25.0,7B1A00
2327,aorzhs,,
2328,KtTwEl,,
2329,miy0QM,,
2330,cAarpx,,
